GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ext4j,com.tripfilms.os.exttaglib.pagination.datatype,Pagination,0,52,0,0,0,22,0,15,0,15
ext4j,com.tripfilms.os.exttaglib.pagination.datatype,StaticPage,0,10,0,0,0,4,0,3,0,3
ext4j,com.tripfilms.os.exttaglib.pagination.datatype,ObjectFactory,0,19,0,0,0,6,0,5,0,5
ext4j,com.tripfilms.os.exttaglib.pagination.datatype,Page,0,17,0,0,0,7,0,5,0,5
ext4j,com.tripfilms.os.exttaglib.pagination.datatype,Pages,0,14,0,2,0,4,0,3,0,2
ext4j,net.sourceforge.ext4j.taglib.tag.repeater,FooterTemplateTag,32,0,6,0,9,0,5,0,2,0
ext4j,net.sourceforge.ext4j.taglib.tag.repeater,SeparatorTemplateTag,7,25,2,4,2,7,2,3,0,2
ext4j,net.sourceforge.ext4j.taglib.tag.repeater,HeaderTemplateTag,7,25,2,4,2,7,2,3,0,2
ext4j,net.sourceforge.ext4j.taglib.tag.repeater,ItemTemplateTag,0,14,0,2,0,4,0,3,0,2
ext4j,net.sourceforge.ext4j.taglib.tag.repeater,RepeaterTag,0,12,0,0,0,5,0,2,0,2
ext4j,net.sourceforge.ext4j.log.filter,AmazonInitLogger,12,62,0,0,4,18,0,4,0,4
ext4j,net.sourceforge.ext4j.log.logback,StubRequestInfoExtractor,0,15,0,0,0,7,0,7,0,7
ext4j,net.sourceforge.ext4j.log.logback,RequestInfoExtractorFactory,27,33,2,2,10,15,2,7,0,7
ext4j,net.sourceforge.ext4j.log.logback,SpringRequestInfoExtractor,94,3,18,0,17,2,16,1,7,1
ext4j,net.sourceforge.ext4j.log.logback,ExtPatternLayout,0,90,0,0,0,16,0,2,0,2
jtailgui,fr.pingtimeout.jtail.gui.message,UIMessage,0,133,0,0,0,15,0,2,0,2
jtailgui,fr.pingtimeout.jtail.gui.message,InformationHandler,65,0,6,0,19,0,7,0,4,0
jtailgui,fr.pingtimeout.jtail.gui.message,ExceptionHandler,78,0,6,0,21,0,8,0,5,0
jtailgui,fr.pingtimeout.jtail.gui.message,MessageHandler,9,0,0,0,3,0,2,0,2,0
jtailgui,fr.pingtimeout.jtail.gui.view,JTailPanel.new DefaultTableModel() {...},10,0,0,0,2,0,2,0,2,0
jtailgui,fr.pingtimeout.jtail.gui.view,JTailMainFrame,328,0,6,0,65,0,7,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.view,JTailPanel,329,0,18,0,64,0,14,0,5,0
jtailgui,fr.pingtimeout.jtail.gui.view,NoWrapJTextPane,9,14,3,1,0,5,2,2,0,2
jtailgui,fr.pingtimeout.jtail.gui.view,OpenFileDialog,273,0,4,0,65,0,6,0,4,0
jtailgui,fr.pingtimeout.jtail.gui.view,HighlightDialog,29,0,0,0,6,0,2,0,2,0
jtailgui,fr.pingtimeout.jtail.gui.view,OpenFileDialog.new CancelAction() {...},11,0,0,0,3,0,2,0,2,0
jtailgui,fr.pingtimeout.jtail.io.index,FileIndex.Type,12,36,0,0,1,4,1,2,1,2
jtailgui,fr.pingtimeout.jtail.io.index,ImmutableFileIndex,9,29,0,0,2,8,2,6,2,6
jtailgui,fr.pingtimeout.jtail.io.index,RomFileIndex,175,5,6,0,40,2,11,1,8,1
jtailgui,fr.pingtimeout.jtail.io.index,RamFileIndex,24,68,1,5,3,18,2,10,1,8
jtailgui,fr.pingtimeout.jtail.gui.controller,ApplicationController,0,4,0,0,0,2,0,2,0,2
jtailgui,fr.pingtimeout.jtail.gui.controller,UpdateIndexFileWatcher,48,0,4,0,13,0,6,0,4,0
jtailgui,fr.pingtimeout.jtail.gui.controller,IndexationProgressMonitor,0,13,0,0,0,4,0,2,0,2
jtailgui,fr.pingtimeout.jtail.gui.controller,SelectIndexTypeListener,72,0,4,0,19,0,5,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.controller,ScrollBarAdjustmentController,6,15,0,0,2,5,1,1,1,1
jtailgui,fr.pingtimeout.jtail.gui.controller,FileIndexerWorker,134,0,10,0,41,0,10,0,5,0
jtailgui,fr.pingtimeout.jtail.gui.controller,JTailSizeController,65,26,5,1,12,9,3,2,0,2
jtailgui,fr.pingtimeout.jtail.io,LineReader,102,4,6,0,26,2,7,1,4,1
jtailgui,fr.pingtimeout.jtail.io,AbstractFileWatcher,24,0,2,0,9,0,3,0,2,0
jtailgui,fr.pingtimeout.jtail.io,FileIndexer,275,0,20,0,65,0,17,0,7,0
jtailgui,fr.pingtimeout.jtail.gui.action,HighlightAction,34,0,0,0,10,0,3,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.action,CloseAction,56,0,2,0,15,0,4,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.action,MenuAction,6,0,0,0,3,0,2,0,2,0
jtailgui,fr.pingtimeout.jtail.gui.action,QuitAction,29,0,0,0,9,0,3,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.action,IndexFileAction,167,0,9,0,45,0,9,0,4,0
jtailgui,fr.pingtimeout.jtail.gui.action,CloseAllAction,60,0,4,0,17,0,5,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.action,CancelAction,24,0,0,0,6,0,2,0,2,0
jtailgui,fr.pingtimeout.jtail.gui.action,OpenFileAction,43,0,0,0,13,0,3,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.action,ChooseFileAction,73,0,4,0,20,0,5,0,3,0
jtailgui,fr.pingtimeout.jtail.gui.action,JTailAbstractAction,62,0,0,0,18,0,5,0,5,0
jtailgui,fr.pingtimeout.jtail.gui.action,LogFileFilter,46,0,8,0,12,0,8,0,4,0
jtailgui,fr.pingtimeout.jtail.util,JTailConstants,0,6,0,0,0,2,0,2,0,2
jtailgui,fr.pingtimeout.jtail.util,JTailLogger,90,296,90,32,0,98,60,34,0,33
jtailgui,fr.pingtimeout.jtail.util,JTailLogger.LoggerLevel,0,44,0,0,0,2,0,1,0,1
jtailgui,fr.pingtimeout.jtail.configuration,ApplicationConfiguration,119,0,0,0,26,0,16,0,16,0
jtailgui,fr.pingtimeout.jtail.gui.model,JTailMainModelEvent,3,61,4,6,1,11,4,4,0,3
jtailgui,fr.pingtimeout.jtail.gui.model,JTailModel,265,18,6,0,48,8,13,1,10,1
jtailgui,fr.pingtimeout.jtail.gui.model,JTailModelEvent.Type,0,24,0,0,0,2,0,1,0,1
jtailgui,fr.pingtimeout.jtail.gui.model,OpenFileModelEvent.Type,0,24,0,0,0,2,0,1,0,1
jtailgui,fr.pingtimeout.jtail.gui.model,OpenFileModelEvent,0,12,0,0,0,5,0,1,0,1
jtailgui,fr.pingtimeout.jtail.gui.model,OpenFileModel,0,42,0,0,0,14,0,6,0,6
jtailgui,fr.pingtimeout.jtail.gui.model,JTailModelEvent,2,88,1,13,1,13,1,9,0,3
jtailgui,fr.pingtimeout.jtail.gui.model,JTailMainModel,68,88,5,3,17,23,5,9,1,9
jtailgui,fr.pingtimeout.jtail.gui.model,JTailMainModelEvent.Type,0,44,0,0,0,2,0,1,0,1
jtailgui,fr.pingtimeout.jtail,Application,16,3,0,0,5,1,1,1,1,1
sbmlreader2,sbmlreader2,SBMLGraphReader2.SBMLError,0,6,0,0,0,1,0,1,0,1
sbmlreader2,sbmlreader2,SBMLGraphReader2,441,52,26,4,85,10,15,5,2,3
sbmlreader2,sbmlreader2,SBMLGraphReader,356,93,26,10,80,24,15,9,1,5
sbmlreader2,sbmlreader2,SBMLFilter,24,57,2,6,8,16,1,7,0,4
sbmlreader2,sbmlreader2,AddToClasspath,0,67,0,0,0,16,0,5,0,5
sbmlreader2,sbmlreader2,SBMLReaderPlugin2.SBMLReader2Action,108,0,0,0,22,0,2,0,2,0
sbmlreader2,sbmlreader2,SBMLVisualStyleFactory,191,3,2,0,42,1,2,1,1,1
sbmlreader2,sbmlreader2,SBMLReaderPlugin2,49,0,0,0,15,0,1,0,1,0
sugar,net.sf.sugar.fspath,FSPathResultListImpl,149,160,14,18,35,38,8,15,0,7
sugar,net.sf.sugar.fspath,FSPathFactory,22,3,0,0,3,2,3,1,3,1
sugar,net.sf.sugar.fspath,FSPathResult,0,97,0,12,0,37,0,19,0,13
sugar,net.sf.sugar.fspath,FSPathResultModificationListImpl,4,88,0,12,2,23,0,13,0,7
sugar,net.sf.sugar.fspath,OperationNotPermittedException,3,9,0,0,2,4,1,2,1,2
sugar,net.sf.sugar.fspath,FSPathAttributes,0,164,0,0,0,17,0,1,0,1
sugar,net.sf.sugar.fspath,DefaultFSPath,433,154,22,12,87,41,16,11,2,8
sugar,net.sf.sugar.fspath.xpath,FSNamespaceContext,0,32,0,6,0,8,0,7,0,4
sugar,net.sf.sugar.fspath.xpath,RegexFunction,27,84,1,11,5,20,1,9,0,4
sugar,net.sf.sugar.fspath.xpath,RegexFunctionResolver,0,27,0,4,0,7,0,4,0,2
sugar,net.sf.sugar.scl,SCLParser.DFA3,0,35,0,0,0,12,0,2,0,2
sugar,net.sf.sugar.scl,IncludeException,0,9,0,0,0,4,0,2,0,2
sugar,net.sf.sugar.scl,SCLParser.DFA2,2,33,0,0,1,11,1,1,1,1
sugar,net.sf.sugar.scl,SCLParser.includeValue_return,0,3,0,0,0,1,0,1,0,1
sugar,net.sf.sugar.scl,SCLParser.new LocalReference() {...},0,20,0,0,0,4,0,1,0,1
sugar,net.sf.sugar.scl,JavaPropertiesProcessor,0,4,0,0,0,2,0,2,0,2
sugar,net.sf.sugar.scl,SCLParser.new LocalAttributeReference() {...},0,27,0,0,0,5,0,1,0,1
sugar,net.sf.sugar.scl,SCLProperties,478,40,30,0,104,9,36,4,21,4
sugar,net.sf.sugar.scl,IncludePartial,0,10,0,0,0,4,0,3,0,3
sugar,net.sf.sugar.scl,DefaultIncludeProcessor.new IncludeValue() {...},0,48,0,0,0,8,0,1,0,1
sugar,net.sf.sugar.scl,DefaultIncludeProcessor.new IncludePartial() {...},0,41,0,0,0,7,0,1,0,1
sugar,net.sf.sugar.scl,DefaultIncludeProcessor.new Include() {...},0,34,0,0,0,6,0,1,0,1
sugar,net.sf.sugar.scl,IncludeValue,0,17,0,0,0,7,0,5,0,5
sugar,net.sf.sugar.scl,LocalAttributeReference,0,10,0,0,0,4,0,3,0,3
sugar,net.sf.sugar.scl,DefaultLocalReferenceProcessor,134,101,8,14,28,32,4,12,0,5
sugar,net.sf.sugar.scl,SCLParser,1059,994,77,13,273,185,59,31,11,29
sugar,net.sf.sugar.scl,LocalReferenceException,0,9,0,0,0,4,0,2,0,2
sugar,net.sf.sugar.scl,LocalReference,0,24,0,0,0,10,0,7,0,7
sugar,net.sf.sugar.scl,IncludeHolder,0,22,0,0,0,5,0,4,0,4
sugar,net.sf.sugar.scl,SCLParser.compositeNamespaceName_return,0,3,0,0,0,1,0,1,0,1
sugar,net.sf.sugar.scl,SCLLexer,391,614,91,59,132,125,66,41,1,21
sugar,net.sf.sugar.scl,SCLParseException,4,5,0,0,2,2,1,1,1,1
sugar,net.sf.sugar.scl,SCLParser.namespaceName_return,0,3,0,0,0,1,0,1,0,1
sugar,net.sf.sugar.scl,PathConversionUtils,11,56,0,4,4,11,0,5,0,3
sugar,net.sf.sugar.scl,Include,0,70,0,0,0,17,0,12,0,12
sugar,net.sf.sugar.scl,DefaultIncludeProcessor,498,258,33,19,95,52,24,18,6,10
sugar,net.sf.sugar.scl,DefaultIncludeProcessor.SupportedSchemes,0,44,0,0,0,2,0,1,0,1
sugar,net.sf.sugar.scl,SCLLexer.DFA8,49,199,32,61,5,36,28,22,0,3
sugar,net.sf.sugar.scl,SCLParser.varName_return,0,3,0,0,0,1,0,1,0,1
sugar,net.sf.sugar.scl,SCLParser.varValue_return,0,3,0,0,0,1,0,1,0,1
sugar,net.sf.sugar.fspath.cli,Commands,0,94,0,4,0,15,0,7,0,5
sugar,net.sf.sugar.fspath.cli,FSPathExplorer.Opt,0,44,0,0,0,2,0,1,0,1
sugar,net.sf.sugar.fspath.cli,Prompt,5,42,0,0,2,14,0,5,0,5
sugar,net.sf.sugar.fspath.cli,FSPathExplorer,355,109,40,8,77,16,28,3,5,2
water-simulator,simulator.MOA,MetOfficeAgent.BehaviourReplyMetDataQuery,128,15,16,0,47,5,13,1,2,1
water-simulator,simulator.MOA,MetOfficeAgent.FileData,18,0,0,0,6,0,3,0,3,0
water-simulator,simulator.MOA,MetOfficeAgent,235,22,22,0,43,5,17,1,6,1
water-simulator,simulator,DAWN,53,7,0,0,16,2,1,2,1,2
water-simulator,simulator.ontology,LaunchGUI,0,3,0,0,0,1,0,1,0,1
water-simulator,simulator.ontology,Start,0,10,0,0,0,3,0,3,0,3
water-simulator,simulator.ontology,WDS_Ontology,3,293,0,0,0,55,0,3,0,3
water-simulator,simulator.ontology,SavePersonalData,0,10,0,0,0,3,0,3,0,3
water-simulator,simulator.ontology,StepAttr,0,10,0,0,0,3,0,3,0,3
water-simulator,simulator.ontology,WaterConsumption,0,10,0,0,0,3,0,3,0,3
water-simulator,simulator.ontology,AskWeightsFor,0,41,0,0,0,10,0,9,0,9
water-simulator,simulator.ontology,Consumes,0,55,0,0,0,14,0,13,0,13
water-simulator,simulator.ontology,MetData,0,17,0,0,0,5,0,5,0,5
water-simulator,simulator.ontology,HasMetData,0,17,0,0,0,5,0,5,0,5
water-simulator,simulator.ontology,StepTotalConsumption,0,48,0,0,0,12,0,11,0,11
water-simulator,simulator.ontology,Parameter,0,17,0,0,0,5,0,5,0,5
water-simulator,simulator.ontology,SavingPath,0,10,0,0,0,3,0,3,0,3
water-simulator,simulator.ontology,PriceBlock,0,31,0,0,0,9,0,9,0,9
water-simulator,simulator.CA.gui,ConsumerGUI,877,0,42,0,140,0,27,0,6,0
water-simulator,simulator.CA.gui,ConsumerGUI.menuActionListener,31,0,2,0,7,0,3,0,2,0
water-simulator,simulator.CA.gui,ConsumerGUI.TableDataModel,104,0,4,0,20,0,10,0,8,0
water-simulator,simulator.SA,GridGenerator,149,29,21,1,28,9,14,2,3,2
water-simulator,simulator.SA,SimulationAgent.BehaviourHandleOutOfSequenceMessages,37,10,2,0,9,4,2,1,1,1
water-simulator,simulator.SA,SimulationAgent.BehaviourStartSimulation,91,0,0,0,17,0,2,0,2,0
water-simulator,simulator.SA,SimulationAgent.BehaviourStartSimulationStep,81,0,0,0,19,0,2,0,2,0
water-simulator,simulator.SA,SimulationAgent.BehaviourReceiveStepResult,126,10,6,0,23,4,4,1,1,1
water-simulator,simulator.SA,GaussGenerator,0,48,0,0,0,9,0,2,0,2
water-simulator,simulator.SA,SimulationAgent,1613,68,78,0,303,16,59,3,12,3
water-simulator,simulator.SA,SimulationAgent.BehaviourStartSimulation.new InternalFrameAdapter() {...},53,0,2,0,13,0,3,0,2,0
water-simulator,simulator.CA,BehaviourSendPersonalConsumption,50,10,2,0,13,4,2,1,1,1
water-simulator,simulator.CA,ConsumerAgent.MatchRequestContent,62,12,11,2,20,4,8,1,1,1
water-simulator,simulator.CA,BehaviourContactNeighbours,155,30,2,0,39,7,11,2,10,2
water-simulator,simulator.CA,BehaviourReceiveSavePersonalDataRequest,64,25,5,1,13,9,3,2,0,2
water-simulator,simulator.CA,BehaviourLaunchGUI,61,25,5,1,10,9,3,2,0,2
water-simulator,simulator.CA,BehaviourReceivePriceAndMetData,79,29,5,1,15,11,3,2,0,2
water-simulator,simulator.CA,BehaviourReplyNeighbour,122,31,11,1,28,11,7,2,1,2
water-simulator,simulator.CA,ConsumerAgent.MatchNeighbourhood,37,0,6,0,11,0,5,0,2,0
water-simulator,simulator.CA,ConsumerAgent,1373,36,105,0,284,8,66,1,13,1
water-simulator,simulator.CA,ConsumerAgent.new SequentialBehaviour() {...},16,0,0,0,4,0,2,0,2,0
water-simulator,simulator.util,AIDs,0,26,0,0,0,4,0,1,0,1
water-simulator,simulator.util,MetDataFunction,0,41,0,0,0,10,0,4,0,4
water-simulator,simulator.util,ConsumerAttributes,0,50,0,0,0,14,0,12,0,12
water-simulator,simulator.util,Raise,54,31,4,0,10,7,4,2,2,2
water-simulator,simulator.util,Discrete,106,29,10,0,21,6,8,1,3,1
water-simulator,simulator.util,Random,4,157,2,12,1,32,2,11,0,6
water-simulator,simulator.util,Function,8,45,0,0,1,13,1,9,1,9
water-simulator,simulator.util,ConsumerType,0,37,0,0,0,15,0,8,0,8
water-simulator,simulator.util,ParameterAttributes,33,117,2,2,4,21,2,16,1,15
water-simulator,simulator.util,Function.FunctionConstant,4,51,0,0,1,11,1,8,1,8
water-simulator,simulator.util,Linear,12,83,0,0,2,15,1,4,1,4
water-simulator,simulator.WSA,BehaviourQueryConsumers,682,0,31,0,132,0,33,0,17,0
water-simulator,simulator.WSA,BehaviourMetDataQuery,126,15,2,0,33,5,9,1,8,1
water-simulator,simulator.WSA,WaterSupplierAgent.new SequentialBehaviour() {...},16,0,0,0,4,0,2,0,2,0
water-simulator,simulator.WSA,BehaviourWaitStartStep,51,10,2,0,17,4,2,1,1,1
water-simulator,simulator.WSA,WaterSupplierAgent,138,32,2,0,26,8,2,4,1,4
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame,25,534,6,0,8,83,4,1,1,1
water-simulator,simulator.SA.gui,SuiteGUI.menuActionListener,303,6,19,0,70,1,17,1,1,1
water-simulator,simulator.SA.gui,SimulationParametersFrame,211,648,16,0,39,112,10,1,2,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step1Frame,216,632,16,0,37,105,10,1,2,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step4Frame,183,0,20,0,41,0,12,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame.ListRenderer,13,132,5,5,1,25,5,2,0,2
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step1Frame.new ActionListener() {...},27,6,2,0,6,1,2,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame.new ActionListener() {...},7,6,0,0,3,1,1,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step1Frame.new ActionListener() {...},7,6,0,0,3,1,1,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame.new ActionListener() {...},13,6,0,0,3,1,1,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame.new ActionListener() {...},114,6,6,0,23,1,4,1,1,1
water-simulator,simulator.SA.gui,ReviewGUI.PriceTableModel,23,50,0,0,6,8,4,4,4,4
water-simulator,simulator.SA.gui,ReviewGUI,254,1202,6,0,53,226,9,6,6,6
water-simulator,simulator.SA.gui,AboutFrame,0,70,0,0,0,19,0,1,0,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3_1Frame.new ActionListener() {...},523,0,44,0,87,0,24,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step5Frame.new AbstractTableModel() {...},110,0,8,0,17,0,11,0,7,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step5Frame.new ActionListener() {...},14,0,0,0,3,0,2,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step6Frame.new ActionListener() {...},13,0,0,0,4,0,2,0,2,0
water-simulator,simulator.SA.gui,DemandCurveParameterFrame.functionComboListener,83,6,8,0,17,1,5,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame.new ActionListener() {...},81,6,4,0,13,1,3,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step5Frame.new ActionListener() {...},248,0,14,0,32,0,9,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame.new ActionListener() {...},97,6,6,0,15,1,4,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3_1Frame.new ActionListener() {...},96,0,8,0,17,0,6,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step5Frame.new ActionListener() {...},24,0,0,0,4,0,2,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step6Frame.new ActionListener() {...},20,0,2,0,5,0,3,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step2Frame.new ActionListener() {...},69,6,8,0,9,1,5,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3_1Frame.new ActionListener() {...},40,0,2,0,8,0,3,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step5Frame.new ActionListener() {...},13,0,0,0,4,0,2,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step6Frame.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame.ListRenderer,124,0,10,0,22,0,7,0,2,0
water-simulator,simulator.SA.gui,DemandCurveParameterFrame.new ActionListener() {...},7,6,0,0,4,1,1,1,1,1
water-simulator,simulator.SA.gui,DemandCurveParameterFrame.new ActionListener() {...},314,6,34,0,84,1,18,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame,509,0,8,0,86,0,6,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step6Frame,386,0,0,0,69,0,3,0,3,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3_1Frame,805,0,28,0,127,0,16,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard,31,112,0,2,6,24,0,3,0,2
water-simulator,simulator.SA.gui,SimulationParametersFrame.new ActionListener() {...},12,6,2,0,4,1,2,1,1,1
water-simulator,simulator.SA.gui,ProgressGui,57,438,2,0,11,80,5,4,4,4
water-simulator,simulator.SA.gui,ProgressGui.GridCanvas,249,122,16,6,28,16,14,4,6,1
water-simulator,simulator.SA.gui,PricingPolicyFrame.new ActionListener() {...},0,15,0,0,0,3,0,2,0,2
water-simulator,simulator.SA.gui,PricingPolicyFrame.new AbstractTableModel() {...},46,64,6,2,8,9,7,4,4,3
water-simulator,simulator.SA.gui,PricingPolicyFrame.new ActionListener() {...},7,6,0,0,3,1,1,1,1,1
water-simulator,simulator.SA.gui,PricingPolicyFrame.new ActionListener() {...},228,6,14,0,32,1,8,1,1,1
water-simulator,simulator.SA.gui,ReviewGUI.CombosListener,0,18,0,0,0,4,0,2,0,2
water-simulator,simulator.SA.gui,DemandCurveParameterFrame.socialComboListener,33,6,2,0,7,1,2,1,1,1
water-simulator,simulator.SA.gui,PricingPolicyFrame,154,609,7,1,29,97,5,2,1,2
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Parameter,0,42,0,0,0,12,0,8,0,8
water-simulator,simulator.SA.gui,DemandCurveParameterFrame,270,719,23,17,64,124,13,13,1,5
water-simulator,simulator.SA.gui,SimulationParametersFrame.new ActionListener() {...},7,6,0,0,3,1,1,1,1,1
water-simulator,simulator.SA.gui,ProgressGui.new ActionListener() {...},17,6,0,0,4,1,1,1,1,1
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame.new ActionListener() {...},136,0,15,0,26,0,11,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame.new ActionListener() {...},26,0,2,0,5,0,3,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame.new ActionListener() {...},237,0,12,0,29,0,8,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame.new ActionListener() {...},104,0,6,0,19,0,5,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame.new ActionListener() {...},13,0,0,0,4,0,2,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step3Frame.new ActionListener() {...},51,0,4,0,9,0,4,0,2,0
water-simulator,simulator.SA.gui,ScenarioDesignWizard.Step5Frame,659,0,2,0,106,0,3,0,2,0
water-simulator,simulator.SA.gui,SuiteGUI,365,647,25,19,82,82,18,12,5,3
fim1,osa.ora.server.client.threads,ReceiveFileThread,228,12,12,0,46,5,7,1,1,1
fim1,osa.ora.server.client.threads,SendFileThread,168,15,12,0,33,6,7,1,1,1
fim1,osa.ora.server.client.threads,SendMyStatusThread,75,13,4,2,19,5,2,3,0,2
fim1,osa.ora.server.client.threads,PingServerThread,38,6,2,0,12,3,2,1,1,1
fim1,osa.ora.server.client.threads,SendAnnouncementThread,91,9,10,0,17,4,6,1,1,1
fim1,osa.ora.server.client.threads,ReceiveAnnouncementThread,24,9,0,0,2,4,1,1,1,1
fim1,osa.ora.server.client.threads,SendChatThread,13,12,2,0,4,5,2,1,1,1
fim1,osa.ora.server.admin,AdminApp.new WindowAdapter() {...},9,0,0,0,3,0,2,0,2,0
fim1,osa.ora.server.admin,AdminApp,663,0,16,0,153,0,49,0,41,0
fim1,osa.ora.server.client,ChatClientApp.new MouseAdapter() {...},12,0,0,0,3,0,2,0,2,0
fim1,osa.ora.server.client,ChatClientApp,2515,5,158,0,534,2,143,2,64,2
fim1,osa.ora.server.threads,SendUserUpdatedStatusThread,6,11,0,0,2,6,0,2,0,2
fim1,osa.ora.server.threads,SendKickOffMessageThread,6,11,0,0,2,6,0,2,0,2
fim1,osa.ora.server.threads,SendRefreshContactThread,6,11,0,0,2,6,0,2,0,2
fim1,osa.ora.server.threads,SendKickOffByLoginMessageThread,6,11,0,0,2,6,0,2,0,2
fim1,osa.ora.server.bo,FileBO,1812,249,123,3,401,46,83,9,20,9
fim1,osa.ora.server.client.ui.utils,ClosableTabbedPaneUI.TestPlafLayout.CloseButtonAction,35,0,4,0,8,0,4,0,2,0
fim1,osa.ora.server.client.ui.utils,FontChooserDialog.Closer,7,3,0,0,3,1,1,1,1,1
fim1,osa.ora.server.client.ui.utils,ClosableTabbedPaneUI.TestPlafLayout,89,12,6,0,13,2,4,1,1,1
fim1,osa.ora.server.client.ui.utils,JFontChooser.LabelUpdater,0,10,0,0,0,3,0,2,0,2
fim1,osa.ora.server.client.ui.utils,JFontChooser.SelectionUpdater,17,11,3,1,4,3,3,2,1,2
fim1,osa.ora.server.client.ui.utils,ClosableTabbedPaneUI.TestPlafLayout.CloseButton,23,0,0,0,5,0,1,0,1,0
fim1,osa.ora.server.client.ui.utils,FileTransferHandler,78,14,12,0,18,4,9,2,3,2
fim1,osa.ora.server.client.ui.utils,FontTracker,0,15,0,0,0,6,0,3,0,3
fim1,osa.ora.server.client.ui.utils,JFontChooser,57,478,9,3,14,73,7,14,2,13
fim1,osa.ora.server.client.ui.utils,ClosableTabbedPaneUI,27,11,0,0,5,4,1,2,1,2
fim1,osa.ora.server.client.ui.utils,FontChooserDialog,9,159,5,7,3,43,6,3,1,2
fim1,osa.ora.server.client.ui.utils,DefaultFontSelectionModel,0,81,0,6,0,23,0,11,0,8
fim1,osa.ora.server.client.ui.utils,ContactRenderer,244,36,14,0,41,6,8,2,1,2
fim1,osa.ora.server.client.ui.utils,FontChooserDialog.DisposeOnClose,0,10,0,0,0,4,0,2,0,2
fim1,osa.ora.server.client.ui.utils,FontChooserDialog.new ActionListener() {...},5,6,0,0,2,1,1,1,1,1
fim1,osa.ora.server.client.ui.utils,FontChooserDialog.new AbstractAction() {...},1,6,0,0,1,1,1,1,1,1
fim1,osa.ora.server.client.ui.utils,FontChooserDialog.new ActionListener() {...},4,6,0,0,2,1,1,1,1,1
fim1,osa.ora.server.client.ui.utils,FontChooserDialog.new ActionListener() {...},0,11,0,0,0,3,0,2,0,2
fim1,osa.ora.server.client.ui.utils,TreeModelGenerator,0,130,0,20,0,24,0,13,0,3
fim1,osa.ora.server.bd,UsersBD,104,0,6,0,22,0,20,0,17,0
fim1,osa.ora.server,StopServer,89,29,2,0,34,7,4,2,3,2
fim1,osa.ora.server,ModernChatServer,3083,123,351,0,642,20,236,3,58,3
